age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
505511.1,2.404,1.5362,0.6,0.0,0.6,0.6,0.0,9.2707,0.0
541910.3,2.3421,1.4464,0.6,0.0,0.6,0.6,0.0,8.8102,0.0
581613.3,2.2818,1.3614,0.6,0.0,0.6,0.6,0.0,8.3722,0.0
624870.0,2.2231,1.2809,0.6,0.0,0.6,0.6,0.0,7.9563,0.0
671590.1,2.1665,1.2052,0.6,0.0,0.6,0.6,0.0,7.5646,0.0
722780.5,2.111,1.1334,0.6,0.0,0.6,0.6,0.0,7.1904,0.0
778626.3,2.0571,1.0656,0.6,0.0,0.6,0.6,0.0,6.8347,0.0
839144.8,2.0048,1.0022,0.6,0.0,0.6,0.6,0.0,6.4987,0.0
904989.0,1.954,0.9424,0.6,0.0,0.6,0.6,0.0,6.1799,0.0
977212.1,1.9043,0.8858,0.6,0.0,0.6,0.6,0.0,5.8752,0.0
1055951.0,1.8558,0.8326,0.6,0.0,0.6,0.6,0.0,5.5857,0.0
1141729.6,1.8087,0.7826,0.6,0.0,0.6,0.6,0.0,5.3109,0.0
1234802.4,1.7631,0.7359,0.6,0.0,0.6,0.6,0.0,5.0509,0.0
1336495.6,1.7185,0.6921,0.6,0.0,0.6,0.6,0.0,4.8032,0.0
1446597.6,1.6754,0.6511,0.6,0.0,0.6,0.6,0.0,4.5692,0.0
1567188.9,1.6332,0.6126,0.6,0.0,0.6,0.6,0.0,4.3455,0.0
1698417.8,1.5921,0.5765,0.6,0.0,0.6,0.6,0.0,4.1331,0.0
1839871.6,1.5524,0.5431,0.6,0.0,0.6,0.6,0.0,3.9331,0.0
1995108.7,1.5134,0.5115,0.6,0.0,0.6,0.6,0.0,3.7411,0.0
2163865.4,1.4755,0.4819,0.6,0.0,0.6,0.6,0.0,3.5588,0.0
2347053.7,1.4386,0.4543,0.6,0.0,0.6,0.6,0.0,3.3857,0.0
2546266.2,1.4026,0.4284,0.6,0.0,0.6,0.6,0.0,3.221,0.0
2761564.1,1.3678,0.4042,0.6,0.0,0.6,0.6,0.0,3.0652,0.0
2994453.4,1.3339,0.3817,0.6,0.0,0.6,0.6,0.0,2.9174,0.0
3248639.4,1.3008,0.3604,0.6,0.0,0.6,0.6,0.0,2.7761,0.0
3523890.7,1.2685,0.3404,0.6,0.0,0.6,0.6,0.0,2.6419,0.0
3821149.8,1.2372,0.3217,0.6,0.0,0.6,0.6,0.0,2.5148,0.0
4144990.0,1.2065,0.3038,0.6,0.0,0.6,0.6,0.0,2.3932,0.0
4493068.5,1.1769,0.2876,0.6,0.0775,0.6,0.599,0.0005,2.2786,0.0
4872821.5,1.1478,0.272,0.6,0.1196,0.6,0.5959,0.0024,2.1685,0.0001
5284105.5,1.1195,0.2576,0.6,0.1636,0.6,0.589,0.0068,2.0634,0.0007
5724637.6,1.0922,0.2444,0.6,0.1821,0.6,0.5839,0.0135,1.9633,0.0021
6203556.2,1.0654,0.2319,0.6,0.2106,0.6,0.5737,0.0232,1.866,0.0051
6722506.6,1.0394,0.2201,0.6,0.233,0.6,0.5625,0.035,1.7713,0.0096
7283914.5,1.014,0.209,0.6,0.2478,0.6,0.5522,0.0443,1.6815,0.0137
7890646.1,0.9894,0.1986,0.6,0.2631,0.6,0.5396,0.0568,1.5937,0.0198
8542191.2,0.9657,0.1889,0.6,0.2758,0.6,0.5265,0.0698,1.5095,0.0267
9246151.8,0.9426,0.1796,0.6,0.2913,0.6,0.5091,0.087,1.4255,0.0371
10013580.9,0.9201,0.171,0.6,0.3018,0.6,0.4935,0.1026,1.345,0.0469
10840971.5,0.8984,0.1628,0.6,0.3065,0.6,0.4816,0.1144,1.2709,0.0537
11737133.0,0.8773,0.1552,0.6,0.3139,0.6,0.4657,0.1303,1.1966,0.0638
12709917.8,0.8568,0.1481,0.6,0.32,0.6,0.4499,0.1462,1.125,0.0739
13763705.1,0.8371,0.1414,0.6,0.3298,0.6,0.4282,0.1679,1.0509,0.0895
14904711.2,0.818,0.1352,0.6,0.3317,0.6,0.4146,0.1815,0.9872,0.0972
16138284.4,0.7996,0.1295,0.6,0.3387,0.6,0.3936,0.2026,0.919,0.112
17475547.5,0.782,0.1241,0.6,0.3402,0.6,0.3786,0.2177,0.8596,0.1204
18932581.8,0.7649,0.1192,0.6,0.3436,0.6,0.3602,0.2362,0.7992,0.1318
20518548.5,0.7486,0.1146,0.6,0.3484,0.6,0.3389,0.2594,0.7361,0.1478
22242582.9,0.7329,0.1105,0.6,0.3509,0.6,0.32,0.2766,0.682,0.1568
24118182.0,0.718,0.1068,0.6,0.3548,0.6,0.2985,0.2982,0.6256,0.1701
26166348.0,0.7039,0.1036,0.6,0.3576,0.6,0.2781,0.3188,0.5725,0.1816
28407099.8,0.6906,0.1008,0.6,0.3594,0.6,0.2587,0.3384,0.5229,0.1912
30864142.0,0.6781,0.0984,0.6,0.3613,0.6,0.2389,0.3569,0.4766,0.1988
33566855.0,0.6665,0.0967,0.6,0.365,0.6,0.2165,0.3797,0.4275,0.2105
36516562.8,0.6561,0.0956,0.6,0.3703,0.6,0.1922,0.4031,0.3797,0.2225
39814243.5,0.6466,0.0952,0.6,0.3727,0.6,0.1723,0.4234,0.3373,0.2297
43479186.8,0.6384,0.0958,0.6,0.3764,0.6,0.1513,0.4449,0.2951,0.2376
47522343.5,0.6313,0.0975,0.6,0.3784,0.6,0.1333,0.4633,0.2585,0.241
51929560.0,0.6252,0.1003,0.6,0.3827,0.6,0.1141,0.4828,0.2219,0.2458
56610540.1,0.6196,0.104,0.6,0.39,0.6,0.0942,0.5032,0.1854,0.2526
61593682.0,0.6135,0.1081,0.6,0.3906,0.6,0.0824,0.5154,0.1608,0.2495
66939696.3,0.6059,0.1115,0.6,0.3936,0.6,0.0699,0.5282,0.1361,0.249
72746562.3,0.5963,0.1129,0.6,0.3928,0.6,0.0617,0.5366,0.1182,0.2451
79403662.2,0.584,0.1102,0.6,0.3922,0.6,0.0547,0.5433,0.1035,0.2432
88008912.0,0.5687,0.1016,0.6,0.3855,0.6,0.0536,0.5453,0.0961,0.2409
90101714.9,0.5656,0.0993,0.6,0.3844,0.6,0.0536,0.5453,0.0953,0.2408
100155637.1,0.5554,0.0909,0.6,0.3783,0.6,0.0567,0.5421,0.0975,0.2392
121705077.4,0.5534,0.0866,0.6,0.3751,0.6,0.0617,0.5366,0.1054,0.2385
174834190.7,0.5578,0.0873,0.6,0.3754,0.6,0.0648,0.5334,0.1114,0.2396
307036426.2,0.5602,0.0874,0.6,0.3758,0.6,0.0666,0.532,0.1145,0.2412
635997892.6,0.563,0.088,0.6,0.3782,0.6,0.0666,0.532,0.1159,0.2439
1135997892.6,0.566,0.089,0.6,0.3785,0.6,0.068,0.5301,0.1195,0.2434
1635997892.6,0.5681,0.0898,0.6,0.3796,0.6,0.068,0.5301,0.1203,0.2443
2135997892.6,0.5698,0.0906,0.6,0.3804,0.6,0.068,0.5301,0.1209,0.2447
2635997892.6,0.5713,0.0914,0.6,0.381,0.6,0.068,0.5301,0.1214,0.2449
3135997892.6,0.5728,0.0922,0.6,0.3815,0.6,0.068,0.5301,0.1218,0.245
3635997892.6,0.5741,0.0929,0.6,0.382,0.6,0.068,0.5301,0.1223,0.245
4135997892.6,0.5755,0.0937,0.6,0.3824,0.6,0.068,0.5301,0.1226,0.245
4635997892.6,0.5768,0.0945,0.6,0.3828,0.6,0.068,0.5301,0.123,0.2449
5135997892.6,0.5781,0.0952,0.6,0.3849,0.6,0.0666,0.532,0.1209,0.2473
5635997892.6,0.5793,0.096,0.6,0.3853,0.6,0.0666,0.532,0.1212,0.2472
6135997892.6,0.5806,0.0968,0.6,0.3857,0.6,0.0666,0.532,0.1216,0.2471
6635997892.6,0.5819,0.0976,0.6,0.386,0.6,0.0666,0.532,0.1219,0.247
7135997892.6,0.5832,0.0984,0.6,0.3863,0.6,0.0666,0.532,0.1223,0.2468
7635997892.6,0.5844,0.0992,0.6,0.3867,0.6,0.0665,0.532,0.1226,0.2466
8135997892.6,0.5857,0.1001,0.6,0.387,0.6,0.0665,0.532,0.1229,0.2465
8635997892.6,0.587,0.1009,0.6,0.3898,0.6,0.0647,0.5334,0.1214,0.2482
9135997892.6,0.5883,0.1018,0.6,0.3901,0.6,0.0647,0.5334,0.1217,0.248
9635997892.6,0.5896,0.1026,0.6,0.3904,0.6,0.0647,0.5334,0.1221,0.2478
10135997892.6,0.5909,0.1035,0.6,0.3908,0.6,0.0647,0.5334,0.1224,0.2476
10635997892.6,0.5922,0.1044,0.6,0.3911,0.6,0.0647,0.5334,0.1228,0.2474
11135997892.6,0.5936,0.1054,0.6,0.3933,0.6,0.0634,0.5352,0.1206,0.2497
11635997892.6,0.5949,0.1063,0.6,0.3936,0.6,0.0634,0.5352,0.1209,0.2495
12135997892.6,0.5963,0.1072,0.6,0.394,0.6,0.0634,0.5352,0.1213,0.2493
12635997892.6,0.5976,0.1082,0.6,0.3943,0.6,0.0634,0.5352,0.1217,0.2491
13135997892.6,0.599,0.1092,0.5999,0.3947,0.6,0.0634,0.5352,0.122,0.2489
13635997892.6,0.6004,0.1102,0.5999,0.3975,0.6,0.0616,0.5366,0.1205,0.2506
14135997892.6,0.6018,0.1112,0.5999,0.3979,0.6,0.0616,0.5366,0.1208,0.2503
14635997892.6,0.6032,0.1123,0.5999,0.3983,0.6,0.0616,0.5366,0.1212,0.2501
15135997892.6,0.6046,0.1133,0.5999,0.3987,0.6,0.0616,0.5366,0.1216,0.2499
15635997892.6,0.6061,0.1144,0.5999,0.399,0.6,0.0616,0.5366,0.122,0.2496
16135997892.6,0.6076,0.1155,0.5999,0.3994,0.6,0.0616,0.5366,0.1223,0.2494
16635997892.6,0.609,0.1166,0.5999,0.3998,0.6,0.0616,0.5366,0.1227,0.2492
17135997892.6,0.6105,0.1178,0.5999,0.4002,0.6,0.0616,0.5366,0.1231,0.2489
17635997892.6,0.612,0.119,0.5999,0.4006,0.6,0.0616,0.5366,0.1235,0.2487
18135997892.6,0.6136,0.1202,0.5999,0.401,0.6,0.0616,0.5366,0.1239,0.2485
18635997892.6,0.6151,0.1214,0.5999,0.4014,0.6,0.0616,0.5366,0.1243,0.2482
19135997892.6,0.6167,0.1227,0.5999,0.4058,0.6,0.0591,0.5383,0.1222,0.2505
19635997892.6,0.6183,0.1239,0.5999,0.4062,0.6,0.059,0.5383,0.1226,0.2503
20135997892.6,0.6199,0.1253,0.5999,0.4067,0.6,0.059,0.5383,0.123,0.25
20635997892.6,0.6215,0.1266,0.5999,0.4071,0.6,0.059,0.5383,0.1234,0.2498
21135997892.6,0.6232,0.128,0.5999,0.4076,0.6,0.059,0.5383,0.1239,0.2495
21635997892.6,0.6248,0.1294,0.5999,0.4081,0.6,0.059,0.5383,0.1243,0.2493
22135997892.6,0.6265,0.1309,0.5999,0.4086,0.6,0.059,0.5383,0.1247,0.2491
22635997892.6,0.6282,0.1323,0.5999,0.4091,0.6,0.059,0.5383,0.1252,0.2488
22735997892.6,0.6286,0.1326,0.5999,0.4092,0.6,0.059,0.5383,0.1253,0.2488
23135997892.6,0.6299,0.1339,0.5999,0.4096,0.6,0.059,0.5383,0.1256,0.2486
23635997892.6,0.6316,0.1354,0.5999,0.4121,0.6,0.0578,0.5409,0.1223,0.2521
24135997892.6,0.6334,0.1371,0.5999,0.4126,0.6,0.0578,0.5409,0.1227,0.2519
24635997892.6,0.6352,0.1387,0.5999,0.4132,0.6,0.0578,0.5409,0.1232,0.2516
25135997892.6,0.637,0.1404,0.5999,0.4137,0.6,0.0578,0.5409,0.1237,0.2514
25635997892.6,0.6388,0.1422,0.5999,0.4143,0.6,0.0578,0.5409,0.1242,0.2511
26135997892.6,0.6407,0.1439,0.5999,0.4148,0.6,0.0578,0.5409,0.1247,0.2509
26635997892.6,0.6426,0.1458,0.5999,0.4154,0.6,0.0578,0.5409,0.1252,0.2507
27135997892.6,0.6445,0.1477,0.5999,0.416,0.6,0.0578,0.5409,0.1257,0.2504
27635997892.6,0.6465,0.1496,0.5999,0.4166,0.6,0.0578,0.5409,0.1262,0.2502
28135997892.6,0.6485,0.1516,0.5999,0.4194,0.6,0.0566,0.5421,0.1248,0.2519
28635997892.6,0.6505,0.1537,0.5999,0.4201,0.6,0.0566,0.5421,0.1254,0.2516
29135997892.6,0.6526,0.1558,0.5999,0.4208,0.6,0.0565,0.5421,0.126,0.2514
29635997892.6,0.6547,0.158,0.5999,0.4215,0.6,0.0565,0.5421,0.1266,0.2512
30135997892.6,0.6569,0.1603,0.5999,0.4222,0.6,0.0565,0.5421,0.1272,0.251
30635997892.6,0.6591,0.1626,0.5999,0.423,0.6,0.0565,0.5421,0.1278,0.2507
31135997892.6,0.6614,0.165,0.5998,0.4237,0.6,0.0565,0.5421,0.1284,0.2505
31635997892.6,0.6637,0.1675,0.5998,0.4245,0.6,0.0565,0.5421,0.1291,0.2503
32135997892.6,0.6661,0.1701,0.5998,0.4254,0.6,0.0565,0.5421,0.1297,0.2501
32635997892.6,0.6686,0.1727,0.5998,0.4262,0.6,0.0565,0.5421,0.1304,0.2499
33135997892.6,0.6711,0.1755,0.5998,0.4309,0.6,0.0546,0.5433,0.1292,0.2517
33635997892.6,0.6737,0.1783,0.5998,0.4318,0.6,0.0546,0.5433,0.1299,0.2516
34135997892.6,0.6764,0.1812,0.5998,0.4328,0.6,0.0545,0.5433,0.1307,0.2515
34635997892.6,0.6791,0.1843,0.5998,0.4338,0.6,0.0545,0.5433,0.1315,0.2513
35135997892.6,0.6819,0.1874,0.5998,0.4349,0.6,0.0545,0.5433,0.1323,0.2512
35635997892.6,0.6849,0.1907,0.5998,0.436,0.6,0.0545,0.5433,0.1332,0.2511
36135997892.6,0.6879,0.1941,0.5998,0.4372,0.6,0.0545,0.5433,0.1341,0.2511
36635997892.6,0.691,0.1976,0.5998,0.4384,0.6,0.0545,0.5433,0.135,0.251
37135997892.6,0.6943,0.2013,0.5998,0.4397,0.6,0.0545,0.5433,0.136,0.251
37635997892.6,0.6977,0.2051,0.5998,0.4411,0.6,0.0545,0.5433,0.137,0.251
38135997892.6,0.7012,0.2091,0.5998,0.4425,0.6,0.0545,0.5433,0.1381,0.2511
38635997892.6,0.7048,0.2133,0.5998,0.444,0.6,0.0545,0.5433,0.1393,0.2511
39135997892.6,0.7086,0.2177,0.5998,0.4456,0.6,0.0545,0.5433,0.1405,0.2512
39635997892.6,0.7126,0.2223,0.5998,0.4472,0.6,0.0545,0.5433,0.1417,0.2514
40135997892.6,0.7168,0.2271,0.5998,0.449,0.6,0.0545,0.5433,0.1431,0.2516
40635997892.6,0.7212,0.2322,0.5998,0.4508,0.6,0.0545,0.5433,0.1445,0.2518
41135997892.6,0.7258,0.2375,0.5998,0.4486,0.6,0.0564,0.5421,0.1482,0.2499
