age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
500151.9,2.6664922,1.8580333,0.6876058,0.0,0.6876063,0.6876058,0.0,0.9613277268,0.0
535591.1,2.5979758,1.7536904,0.6876058,0.0,0.6876063,0.6876058,0.0,0.9136176583,0.0
573779.5,2.5317989,1.6553499,0.6876058,0.0,0.6876063,0.6876058,0.0,0.8686441203,0.0
616010.9,2.4662721,1.5606809,0.6876058,0.0,0.6876063,0.6876058,0.0,0.8251863855,0.0
661938.4,2.4025361,1.4705366,0.6876058,0.0,0.6876063,0.6876058,0.0,0.7839444865,0.0
711760.2,2.3407097,1.3854563,0.6876057,0.0,0.6876063,0.6876057,0.0,0.7449103896,0.0
766039.2,2.2804895,1.3047824,0.6876057,0.0,0.6876063,0.6876057,0.0,0.7078134077,0.0
824228.7,2.2227359,1.229472,0.6876057,0.0,0.6876063,0.6876057,0.0,0.6730932059,0.0
888389.2,2.1657899,1.1572524,0.6876057,0.0,0.6876063,0.6876057,0.0,0.6396827787,0.0
958427.4,2.1102485,1.0890603,0.6876057,0.0,0.6876063,0.6876057,0.0,0.6078874758,0.0
1034541.5,2.0563202,1.0245341,0.6876057,0.0,0.6876063,0.6876057,0.0,0.5777646499,0.0
1117185.2,2.0040026,0.9638683,0.6876057,0.0,0.6876063,0.6876057,0.0,0.5492482146,0.0
1207314.7,1.9530267,0.9065557,0.6876057,0.0,0.6876063,0.6876057,0.0,0.522134461,0.0
1305395.4,1.9034677,0.8527258,0.6876057,0.0,0.6876063,0.6876057,0.0,0.4964101325,0.0
1412543.1,1.8550978,0.8019428,0.6876057,0.0,0.6876063,0.6876057,0.0,0.4719096769,0.0
1528580.5,1.8082826,0.7544878,0.6876056,0.0,0.6876063,0.6876056,0.0,0.4487699092,0.0
1654986.0,1.762694,0.7097089,0.6876056,0.0,0.6876063,0.6876056,0.0,0.4267794894,0.0
1792060.0,1.7184875,0.6679055,0.6876056,0.0,0.6876063,0.6876056,0.0,0.4059670002,0.0
1942503.0,1.6751087,0.6282893,0.6876056,0.0,0.6876063,0.6876056,0.0,0.3860352142,0.0
2105688.5,1.6330373,0.5911984,0.6876056,0.0,0.6876063,0.6876056,0.0,0.3671706166,0.0
2281633.9,1.5924346,0.5567869,0.6876056,0.0,0.6876063,0.6876056,0.0,0.3494006039,0.0
2474748.0,1.5525454,0.5241725,0.6876056,0.0,0.6876063,0.6876056,0.0,0.3323600917,0.0
2685810.6,1.5135383,0.4934164,0.6876056,0.0,0.6876063,0.6876056,0.0,0.3160981375,0.0
2914470.1,1.4757136,0.4647809,0.6876056,0.0,0.6876063,0.6876056,0.0,0.300709109,0.0
3162198.3,1.4390069,0.4379365,0.6876056,0.0,0.6876063,0.6876056,0.0,0.2861324047,0.0
3432250.6,1.4031517,0.4127365,0.6876055,0.0,0.6876063,0.6876055,0.0,0.2722339792,0.0
3726376.2,1.3681528,0.3890709,0.6876055,0.0,0.6876063,0.6876055,0.0,0.2589934312,0.0
4045038.4,1.3341647,0.3665264,0.6876055,0.0,0.6876063,0.6876055,0.0,0.2464442145,0.0
4392596.2,1.3009441,0.3461068,0.6876055,0.1058034,0.6876063,0.6853657,0.0011902,0.2344668944,3.494e-06
4769203.2,1.2686548,0.326597,0.6876055,0.1465912,0.6876063,0.6812689,0.0036655,0.223083754,2.17318e-05
5172705.0,1.2376246,0.3085564,0.6876055,0.1737934,0.6876063,0.6763707,0.0063366,0.2123809336,5.16466e-05
5614304.6,1.2071746,0.2915176,0.6876055,0.2040978,0.6876063,0.6683202,0.0147573,0.2019878442,0.0002027268
6096457.4,1.1773959,0.2754798,0.6876055,0.246375,0.6876063,0.6521139,0.0327692,0.1916510096,0.0007391571
6615570.9,1.1486837,0.2605802,0.6876055,0.2611777,0.6876063,0.6426694,0.041102,0.1821067727,0.0010300528
7182596.3,1.1206125,0.246575,0.6876055,0.2842025,0.6876063,0.6266558,0.0568556,0.1725718404,0.001698257
7797495.9,1.0933914,0.2335086,0.6876055,0.3030234,0.6876063,0.6097977,0.0735291,0.1633337419,0.0025017648
8459396.8,1.0671918,0.2214148,0.6876054,0.3128749,0.6876063,0.5967554,0.0864715,0.154728998,0.0031344329
9185929.1,1.0414967,0.2101729,0.6876054,0.3288409,0.6876063,0.5767551,0.1063708,0.1459288305,0.0042489604
9972956.4,1.0166303,0.199833,0.6876054,0.3396568,0.6876063,0.5587018,0.1243743,0.1375790665,0.0052802955
10823560.8,0.9926304,0.1903202,0.6876054,0.3507892,0.6876063,0.5382518,0.1448041,0.1293772921,0.0065227575
11751274.0,0.9692726,0.1814663,0.6876054,0.3578212,0.6876063,0.5200668,0.1629971,0.1216228251,0.007595244
12757408.1,0.9467045,0.1732298,0.6876054,0.3634122,0.6876063,0.5019655,0.1811266,0.1141902431,0.0086486702
13846043.3,0.9249834,0.1656019,0.6876054,0.3713564,0.6876063,0.4795626,0.2035876,0.1066964948,0.0100648811
15029936.1,0.9040124,0.1585207,0.6876054,0.3760194,0.6876063,0.4597045,0.223516,0.0997103446,0.0112309802
16315502.4,0.8838472,0.1519771,0.6876054,0.3810743,0.6876063,0.4380561,0.2452583,0.0928473446,0.0125289075
17699761.1,0.8646617,0.1460929,0.6876054,0.3849819,0.6876063,0.4169172,0.2665041,0.0863524802,0.0137431132
19218583.0,0.8461282,0.1406041,0.6876053,0.390465,0.6876063,0.3923015,0.2912612,0.0797452106,0.015244496
20880513.4,0.8283689,0.135677,0.6876053,0.3945692,0.6876063,0.3685725,0.315142,0.073469982,0.0166002394
22694483.0,0.8114946,0.1313125,0.6876053,0.3974783,0.6876063,0.3457805,0.3380928,0.0675516017,0.0177922256
24671329.5,0.7955992,0.1275482,0.6876053,0.401701,0.6876063,0.3204166,0.3636473,0.0616246998,0.0191851956
26818456.1,0.7808048,0.1244416,0.6876053,0.4059195,0.6876063,0.2947313,0.3878584,0.056105303,0.0203671403
29202471.4,0.7669129,0.1220231,0.6876053,0.4066337,0.6876063,0.2737287,0.4107211,0.0509383603,0.0212945793
31824553.8,0.7542168,0.1204411,0.6876053,0.4104857,0.6876063,0.2480061,0.4352019,0.045830136,0.0223006516
34722593.4,0.742812,0.1198625,0.6876053,0.4159912,0.6876063,0.2202142,0.4647294,0.0403676501,0.0237737212
37928361.6,0.7328462,0.1205454,0.6876052,0.4192028,0.6876063,0.1961919,0.4889906,0.0357011812,0.0245534386
41469425.6,0.7244229,0.1228153,0.6876052,0.4257141,0.6876063,0.1689817,0.5143219,0.0311000951,0.0253639433
45335747.6,0.7175074,0.1270209,0.6876052,0.4284537,0.6876063,0.1478528,0.5378425,0.0268879326,0.0259031287
49368523.5,0.7117548,0.133273,0.6876052,0.4333627,0.6876063,0.1265208,0.5577265,0.0232991879,0.0260576349
53572600.8,0.7057469,0.1415495,0.6876052,0.4376411,0.6876063,0.1079228,0.5767607,0.0199220716,0.0261777962
57929109.9,0.6984759,0.1501832,0.6876051,0.441335,0.6876063,0.0917823,0.5932919,0.0169375117,0.0261050039
62412496.7,0.6894689,0.157646,0.6876051,0.4417225,0.6876063,0.0800167,0.6053499,0.0146105091,0.0256597394
67101418.6,0.6785047,0.1619801,0.6876051,0.4408988,0.6876063,0.0706074,0.6155025,0.0126227627,0.0252597908
72343080.2,0.6649524,0.1602805,0.687605,0.4365531,0.6876063,0.0649033,0.6208487,0.0113343963,0.0246661239
78841236.1,0.648091,0.1490528,0.687605,0.4340213,0.6876063,0.0596209,0.6262685,0.0101235038,0.0246734934
82047702.6,0.6410258,0.1421597,0.687605,0.4309443,0.6876063,0.0596209,0.6262685,0.0099495852,0.0246067706
88104770.4,0.6317901,0.131388,0.6876049,0.4283614,0.6876063,0.0596209,0.6262685,0.0097635532,0.0247181448
106229803.1,0.6278098,0.1226052,0.6876049,0.4230419,0.6876063,0.0649031,0.6208487,0.0104202133,0.0245826118
151080924.7,0.6320768,0.1238104,0.6876047,0.424069,0.6876063,0.066756,0.6189477,0.0108084095,0.0247161566
262684867.5,0.6350276,0.1240625,0.6876042,0.4269384,0.6876063,0.0667555,0.6189477,0.0109362265,0.0250387387
540391190.6,0.6388785,0.1248699,0.6876029,0.4277047,0.6876063,0.0686552,0.6169977,0.0113276463,0.0251482818
1033250548.5,0.6422199,0.1262787,0.6876006,0.4273265,0.6876063,0.0706029,0.6155025,0.011626634,0.0251489697
1533250548.5,0.6445469,0.1276209,0.6875982,0.4285204,0.6876063,0.0706005,0.6155025,0.0116992296,0.0252141107
2033250548.5,0.6465263,0.1289294,0.6875958,0.429382,0.6876063,0.0705981,0.6155025,0.0117561725,0.0252424021
2533250548.5,0.648347,0.1302332,0.6875934,0.4300886,0.6876063,0.0705956,0.6155025,0.0118058794,0.0252530828
3033250548.5,0.6500795,0.1315402,0.6875909,0.4307084,0.6876063,0.0705932,0.6155025,0.0118515683,0.0252538291
3533250548.5,0.6517627,0.1328568,0.6875884,0.4312765,0.6876063,0.0705907,0.6155025,0.0118949288,0.025248427
4033250548.5,0.6534161,0.1341873,0.6875859,0.4318116,0.6876063,0.0705881,0.6155025,0.0119368473,0.0252388652
4533250548.5,0.6550527,0.135534,0.6875833,0.4323253,0.6876063,0.0705856,0.6155025,0.0119778946,0.0252264056
5033250548.5,0.6566891,0.1368985,0.6875807,0.4355369,0.6876063,0.068633,0.6169977,0.0118326413,0.0253978067
5533250548.5,0.6583198,0.1382843,0.6875781,0.4360418,0.6876063,0.0686304,0.6169977,0.0118725765,0.0253820414
6033250548.5,0.6599546,0.1396943,0.6875754,0.4365422,0.6876063,0.0686278,0.6169977,0.0119124914,0.0253650297
6533250548.5,0.6615934,0.1411278,0.6875727,0.4370396,0.6876063,0.0686251,0.6169977,0.0119524342,0.025346946
7033250548.5,0.6632419,0.1425886,0.68757,0.4375366,0.6876063,0.0686223,0.6169977,0.0119925752,0.0253280113
7533250548.5,0.6649013,0.1440785,0.6875672,0.4380333,0.6876063,0.0686196,0.6169977,0.0120329264,0.0253083256
8033250548.5,0.6665712,0.1455987,0.6875644,0.4385293,0.6876063,0.0686168,0.6169977,0.0120734724,0.0252878867
8533250548.5,0.6682568,0.14715,0.6875616,0.4390287,0.6876063,0.0686139,0.6169977,0.01211443,0.0252669056
9033250548.5,0.6699583,0.148733,0.6875587,0.4395324,0.6876063,0.0686111,0.6169977,0.0121558274,0.0252454507
9533250548.5,0.6716774,0.1503495,0.6875558,0.4400409,0.6876063,0.0686081,0.6169977,0.0121977167,0.0252235464
10033250548.5,0.6734194,0.1520012,0.6875528,0.4433856,0.6876063,0.0667042,0.6189477,0.0119894429,0.0254520093
10533250548.5,0.6751874,0.1536887,0.6875498,0.4439201,0.6876063,0.0667012,0.6189477,0.0120319662,0.0254300096
11033250548.5,0.6769741,0.1554141,0.6875468,0.4444631,0.6876063,0.0666982,0.6189477,0.0120751097,0.0254076864
11533250548.5,0.6787837,0.1571805,0.6875437,0.4450151,0.6876063,0.0666951,0.6189477,0.0121189488,0.0253850965
12033250548.5,0.6806177,0.1589877,0.6875406,0.4455757,0.6876063,0.066692,0.6189477,0.0121635016,0.0253622267
12533250548.5,0.6824782,0.1608396,0.6875374,0.4461462,0.6876063,0.0666888,0.6189477,0.012208842,0.0253391107
13033250548.5,0.6843667,0.1627366,0.6875342,0.4467278,0.6876063,0.0666856,0.6189477,0.0122550318,0.0253158765
13533250548.5,0.6862824,0.1646824,0.687531,0.4473181,0.6876063,0.0666823,0.6189477,0.0123019797,0.02529237
14033250548.5,0.6882315,0.1666793,0.6875277,0.4479188,0.6876063,0.066679,0.6189477,0.0123498435,0.025268753
14533250548.5,0.6902194,0.1687269,0.6875243,0.4485319,0.6876063,0.0666757,0.6189477,0.0123987779,0.0252451255
15033250548.5,0.6922397,0.1708294,0.6875209,0.4491598,0.6876063,0.0666722,0.6189477,0.0124487631,0.025221485
15533250548.5,0.6942956,0.1729879,0.6875174,0.4498029,0.6876063,0.0666688,0.6189477,0.0124998732,0.0251978856
16033250548.5,0.6963902,0.1752057,0.6875139,0.4504626,0.6876063,0.0666653,0.6189477,0.0125522028,0.025174395
16533250548.5,0.6985256,0.1774857,0.6875103,0.4511395,0.6876063,0.0666617,0.6189477,0.0126058115,0.0251510391
17033250548.5,0.7007028,0.1798301,0.6875067,0.4518334,0.6876063,0.0666581,0.6189477,0.0126607119,0.0251277234
17533250548.5,0.7029259,0.1822418,0.687503,0.4525469,0.6876063,0.0666544,0.6189477,0.0127170608,0.025104667
18033250548.5,0.7051958,0.1847245,0.6874993,0.4532802,0.6876063,0.0666506,0.6189477,0.0127748855,0.0250818054
18133250548.5,0.7056549,0.1852292,0.6874985,0.453429,0.6876063,0.0666499,0.6189477,0.0127866125,0.0250772502
18533250548.5,0.7075144,0.1872799,0.6874955,0.4540346,0.6876063,0.0666468,0.6189477,0.0128342692,0.0250592529
19033250548.5,0.7098854,0.1899125,0.6874916,0.4548118,0.6876063,0.0666429,0.6189477,0.0128953337,0.0250370534
19533250548.5,0.7123117,0.1926246,0.6874876,0.4556141,0.6876063,0.066639,0.6189477,0.0129582029,0.0250153118
20033250548.5,0.7147991,0.1954215,0.6874836,0.456444,0.6876063,0.066635,0.6189477,0.0130230641,0.0249940995
20533250548.5,0.7173481,0.1983061,0.6874795,0.4573018,0.6876063,0.0666309,0.6189477,0.0130899475,0.0249734392
21033250548.5,0.7199632,0.2012825,0.6874753,0.4581901,0.6876063,0.0666267,0.6189477,0.0131590219,0.024953553
21533250548.5,0.7226477,0.2043544,0.6874711,0.4591104,0.6876063,0.0666224,0.6189477,0.0132304088,0.0249345003
22033250548.5,0.7254134,0.2075282,0.6874668,0.4633079,0.6876063,0.064765,0.6208487,0.0130377656,0.0251826843
22533250548.5,0.7282548,0.2108078,0.6874624,0.4643172,0.6876063,0.0647606,0.6208487,0.0131130093,0.0251666339
23033250548.5,0.7311761,0.2141986,0.6874579,0.4653655,0.6876063,0.0647561,0.6208487,0.0131909495,0.0251517123
23533250548.5,0.7341832,0.2177058,0.6874533,0.4664562,0.6876063,0.0647515,0.6208487,0.0132718044,0.0251381864
24033250548.5,0.7372814,0.2213367,0.6874486,0.4675913,0.6876063,0.0647468,0.6208487,0.0133557501,0.0251261202
24533250548.5,0.7404754,0.2250966,0.6874438,0.4687736,0.6876063,0.064742,0.6208487,0.0134429753,0.0251156547
25033250548.5,0.7437725,0.2289938,0.6874389,0.4700064,0.6876063,0.0647371,0.6208487,0.0135337295,0.0251070196
25533250548.5,0.7471799,0.2330354,0.6874339,0.4712938,0.6876063,0.0647321,0.6208487,0.0136282894,0.02510042
