age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
190219928452.5,0.4253,0.0143,0.3699,0.2018,0.37,0.1715,0.1965,0.1218,0.032
190719928452.5,0.4254,0.0143,0.3699,0.2018,0.37,0.1715,0.1965,0.1218,0.0319
515419.2,2.4241,0.6927,0.37,0.0,0.37,0.37,0.0,5.6597,0.0
549463.9,2.358,0.6524,0.37,0.0,0.37,0.37,0.0,5.3661,0.0
584056.4,2.2955,0.6156,0.37,0.0,0.37,0.37,0.0,5.0953,0.0
620869.0,2.2354,0.5812,0.37,0.0,0.37,0.37,0.0,4.8413,0.0
660719.7,2.1771,0.5489,0.37,0.0,0.37,0.37,0.0,4.6005,0.0
703983.1,2.1204,0.5186,0.37,0.0,0.37,0.37,0.0,4.3719,0.0
750950.7,2.0653,0.4899,0.37,0.0,0.37,0.37,0.0,4.1547,0.0
801855.1,2.0117,0.4629,0.37,0.0,0.37,0.37,0.0,3.9487,0.0
857012.4,1.9597,0.4375,0.37,0.0,0.37,0.37,0.0,3.7532,0.0
916762.5,1.9091,0.4136,0.37,0.0,0.37,0.37,0.0,3.5678,0.0
981483.2,1.8599,0.3911,0.37,0.0,0.37,0.37,0.0,3.3918,0.0
1051571.2,1.8122,0.3699,0.37,0.0,0.37,0.37,0.0,3.2247,0.0
1127470.8,1.7657,0.3498,0.37,0.0,0.37,0.37,0.0,3.0661,0.0
1209612.2,1.7205,0.331,0.37,0.0,0.37,0.37,0.0,2.9155,0.0
1298475.2,1.6767,0.3132,0.37,0.0,0.37,0.37,0.0,2.7726,0.0
1394534.6,1.634,0.2965,0.37,0.0,0.37,0.37,0.0,2.637,0.0
1498427.6,1.5925,0.2807,0.37,0.0,0.37,0.37,0.0,2.5083,0.0
1610851.3,1.5522,0.2657,0.37,0.0,0.37,0.37,0.0,2.3859,0.0
1732403.8,1.5129,0.2516,0.37,0.0,0.37,0.37,0.0,2.2697,0.0
1863796.7,1.4747,0.2383,0.37,0.0,0.37,0.37,0.0,2.1593,0.0
2005824.7,1.4376,0.2257,0.37,0.0,0.37,0.37,0.0,2.0545,0.0
2159180.6,1.4015,0.2138,0.37,0.0,0.37,0.37,0.0,1.9549,0.0
2324795.9,1.3664,0.2025,0.37,0.0,0.37,0.37,0.0,1.8604,0.0
2503620.2,1.3323,0.1918,0.37,0.0,0.37,0.37,0.0,1.7707,0.0
2696748.0,1.2991,0.1818,0.37,0.0,0.37,0.37,0.0,1.6854,0.0
2905243.7,1.2668,0.1722,0.37,0.0,0.37,0.37,0.0,1.6045,0.0
3130467.4,1.2354,0.1632,0.37,0.0,0.37,0.37,0.0,1.5275,0.0
3373641.7,1.2048,0.1546,0.37,0.0,0.37,0.37,0.0,1.4544,0.0
3636072.8,1.1751,0.1465,0.37,0.0,0.37,0.37,0.0,1.3849,0.0
3919307.9,1.1461,0.1388,0.37,0.0,0.37,0.37,0.0,1.3189,0.0
4225060.0,1.118,0.1315,0.37,0.0,0.37,0.37,0.0,1.2561,0.0
4555226.9,1.0906,0.1246,0.37,0.0,0.37,0.37,0.0,1.1964,0.0
4911661.3,1.0639,0.118,0.37,0.0,0.37,0.37,0.0,1.1397,0.0
5296456.9,1.038,0.1118,0.37,0.0,0.37,0.37,0.0,1.0858,0.0
5712086.4,1.0127,0.1058,0.37,0.0,0.37,0.37,0.0,1.0345,0.0
6160933.0,0.9881,0.1002,0.37,0.0,0.37,0.37,0.0,0.9858,0.0
6645802.5,0.9642,0.0948,0.37,0.0,0.37,0.37,0.0,0.9394,0.0
7169918.6,0.9409,0.0897,0.37,0.0,0.37,0.37,0.0,0.8953,0.0
7736719.7,0.9182,0.0848,0.37,0.0,0.37,0.37,0.0,0.8533,0.0
8349580.9,0.8961,0.0802,0.37,0.0,0.37,0.37,0.0,0.8134,0.0
9012287.4,0.8746,0.0758,0.37,0.0,0.37,0.37,0.0,0.7755,0.0
9729216.6,0.8537,0.0716,0.37,0.0,0.37,0.37,0.0,0.7393,0.0
10505564.7,0.8333,0.0675,0.37,0.0,0.37,0.37,0.0,0.705,0.0
11347044.5,0.8134,0.0637,0.37,0.0,0.37,0.37,0.0,0.6723,0.0
12259575.9,0.794,0.06,0.37,0.0,0.37,0.37,0.0,0.6411,0.0
13250419.4,0.7752,0.0565,0.37,0.0,0.37,0.37,0.0,0.6115,0.0
14326323.9,0.7568,0.0531,0.37,0.0,0.37,0.37,0.0,0.5833,0.0
15495149.3,0.739,0.0499,0.37,0.0,0.37,0.37,0.0,0.5565,0.0
16766601.8,0.7215,0.0469,0.37,0.0,0.37,0.37,0.0,0.5309,0.0
18151720.2,0.7046,0.0439,0.37,0.0,0.37,0.37,0.0,0.5066,0.0
19662401.9,0.688,0.0412,0.37,0.0,0.37,0.37,0.0,0.4834,0.0
21311117.2,0.6719,0.0386,0.37,0.0,0.37,0.37,0.0,0.4614,0.0
23110964.6,0.6562,0.0361,0.37,0.0,0.37,0.37,0.0,0.4404,0.0
25075645.7,0.6409,0.0338,0.37,0.0,0.37,0.37,0.0,0.4203,0.0
27220052.2,0.626,0.0317,0.37,0.0,0.37,0.37,0.0,0.4013,0.0
29560104.0,0.6115,0.0297,0.37,0.0,0.37,0.37,0.0,0.3831,0.0
31398849.4,0.6011,0.0284,0.37,0.0933,0.37,0.3621,0.0054,0.3701,0.0002
33253309.7,0.5914,0.0271,0.37,0.0488,0.37,0.3688,0.0006,0.3586,0.0
36022821.4,0.5782,0.0256,0.37,0.0716,0.37,0.3659,0.0023,0.343,0.0
39155836.2,0.5649,0.024,0.37,0.0876,0.37,0.3621,0.0054,0.3274,0.0002
42575316.9,0.5519,0.0226,0.37,0.0952,0.37,0.3592,0.0091,0.3124,0.0004
46304513.5,0.5392,0.0213,0.37,0.1115,0.37,0.3519,0.0162,0.2977,0.001
50373601.7,0.5269,0.02,0.37,0.1206,0.37,0.3458,0.0221,0.2836,0.0016
54818028.3,0.5149,0.0189,0.37,0.1299,0.37,0.3383,0.0295,0.2699,0.0025
59676288.8,0.5033,0.0178,0.37,0.1376,0.37,0.3305,0.0373,0.2566,0.0036
64997719.6,0.4919,0.0168,0.37,0.144,0.37,0.3223,0.0465,0.2435,0.005
70838478.2,0.4809,0.0159,0.37,0.1501,0.37,0.3134,0.0548,0.231,0.0063
77260997.9,0.4703,0.0151,0.37,0.1563,0.37,0.3031,0.0651,0.2185,0.008
84346383.9,0.4599,0.0143,0.37,0.1599,0.37,0.2946,0.073,0.207,0.0093
92195417.2,0.4499,0.0136,0.37,0.164,0.37,0.2848,0.0828,0.1956,0.0111
100943315.3,0.4402,0.0129,0.37,0.1664,0.37,0.2762,0.0913,0.1848,0.0125
110777631.2,0.4308,0.0123,0.37,0.171,0.37,0.2641,0.1035,0.1737,0.0149
121943520.7,0.4218,0.0117,0.37,0.1733,0.37,0.2545,0.1131,0.1635,0.0166
134808983.1,0.4131,0.0112,0.37,0.1751,0.37,0.2451,0.1226,0.1539,0.0182
149952044.5,0.4047,0.0107,0.37,0.1767,0.37,0.2358,0.1319,0.1447,0.0198
168360124.5,0.3967,0.0102,0.37,0.1787,0.37,0.2255,0.1433,0.1355,0.022
191881745.0,0.3891,0.0098,0.37,0.1811,0.37,0.2144,0.1534,0.1271,0.0238
224639826.7,0.382,0.0094,0.37,0.1811,0.37,0.2079,0.1599,0.1204,0.0247
279282600.9,0.3757,0.009,0.37,0.1817,0.37,0.2016,0.1663,0.1146,0.0259
405602964.7,0.3722,0.0088,0.37,0.1798,0.37,0.2037,0.1642,0.1137,0.0251
719928452.5,0.3746,0.0088,0.37,0.1764,0.37,0.2144,0.1534,0.119,0.0229
1219928452.5,0.3782,0.0089,0.37,0.1721,0.37,0.2267,0.1411,0.1252,0.0203
1719928452.5,0.3807,0.009,0.37,0.1685,0.37,0.2358,0.1319,0.1295,0.0183
