age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
509046.5,2.0732,1.4576,0.55,0.0,0.55,0.55,0.0,6.363,0.0
545949.4,2.0205,1.3749,0.55,0.0,0.55,0.55,0.0,6.0503,0.0
585988.4,1.9693,1.2967,0.55,0.0,0.55,0.55,0.0,5.7535,0.0
629445.8,1.9195,1.2228,0.55,0.0,0.55,0.55,0.0,5.4719,0.0
676620.0,1.871,1.153,0.55,0.0,0.55,0.55,0.0,5.2045,0.0
727853.7,1.8239,1.0869,0.55,0.0,0.55,0.55,0.0,4.9505,0.0
783454.0,1.7781,1.0246,0.55,0.0,0.55,0.55,0.0,4.7094,0.0
843701.9,1.7336,0.9659,0.55,0.0,0.55,0.55,0.0,4.4809,0.0
909276.4,1.6902,0.9104,0.55,0.0,0.55,0.55,0.0,4.2633,0.0
980502.4,1.6479,0.8578,0.55,0.0,0.55,0.55,0.0,4.0566,0.0
1057822.5,1.6069,0.8083,0.55,0.0,0.55,0.55,0.0,3.8604,0.0
1141754.6,1.5669,0.7616,0.55,0.0,0.55,0.55,0.0,3.674,0.0
1232864.9,1.5281,0.7177,0.55,0.0,0.55,0.55,0.0,3.497,0.0
1331835.5,1.4902,0.6762,0.55,0.0,0.55,0.55,0.0,3.3288,0.0
1439250.4,1.4534,0.6372,0.55,0.0,0.55,0.55,0.0,3.169,0.0
1555819.3,1.4176,0.6003,0.55,0.0,0.55,0.55,0.0,3.0172,0.0
1682515.5,1.3828,0.5655,0.55,0.0,0.55,0.55,0.0,2.8728,0.0
1820054.2,1.3488,0.5328,0.55,0.0,0.55,0.55,0.0,2.7356,0.0
1969312.7,1.3158,0.502,0.55,0.0,0.55,0.55,0.0,2.6052,0.0
2131074.1,1.2837,0.4731,0.55,0.0,0.55,0.55,0.0,2.4814,0.0
2306733.4,1.2524,0.4459,0.55,0.0,0.55,0.55,0.0,2.3637,0.0
2497426.8,1.222,0.4203,0.55,0.0,0.55,0.55,0.0,2.2516,0.0
2704396.0,1.1923,0.3963,0.55,0.098,0.55,0.5482,0.001,2.1451,0.0
2928904.7,1.1635,0.3737,0.55,0.142,0.55,0.5441,0.0033,2.0435,0.0002
3171862.4,1.1354,0.3526,0.55,0.1725,0.55,0.5388,0.0079,1.9466,0.001
3436129.1,1.1081,0.3328,0.55,0.2053,0.55,0.5301,0.016,1.8526,0.0031
3722686.3,1.0815,0.3143,0.55,0.2225,0.55,0.5231,0.0241,1.7625,0.0059
4033230.5,1.0557,0.2971,0.55,0.2405,0.55,0.5141,0.0321,1.6761,0.0091
4369598.4,1.0306,0.281,0.55,0.262,0.55,0.5013,0.0455,1.5904,0.0157
4734618.7,1.0062,0.2659,0.55,0.2708,0.55,0.4929,0.0537,1.5108,0.0198
5130085.7,0.9824,0.2519,0.55,0.2863,0.55,0.4791,0.0674,1.4309,0.0278
5558352.4,0.9594,0.2388,0.55,0.2943,0.55,0.4685,0.0779,1.3562,0.034
6022358.3,0.9371,0.2266,0.55,0.3078,0.55,0.4523,0.094,1.28,0.0447
6524263.0,0.9154,0.2153,0.55,0.317,0.55,0.4378,0.1085,1.2079,0.0545
7066933.3,0.8944,0.2047,0.55,0.3226,0.55,0.4251,0.1231,1.1385,0.0645
7656003.0,0.874,0.1948,0.55,0.329,0.55,0.4106,0.1358,1.0733,0.0727
8293038.2,0.8543,0.1856,0.55,0.3359,0.55,0.3944,0.1539,1.0056,0.0861
8983164.8,0.8351,0.1771,0.55,0.3383,0.55,0.3819,0.1646,0.9478,0.092
9730196.5,0.8166,0.1692,0.55,0.3459,0.55,0.3625,0.184,0.8836,0.1065
10536586.7,0.7988,0.1618,0.55,0.348,0.55,0.3487,0.1978,0.8277,0.115
11411036.0,0.7816,0.155,0.55,0.352,0.55,0.3319,0.2148,0.7708,0.1265
12358474.7,0.7649,0.1487,0.55,0.3562,0.55,0.3139,0.2329,0.7148,0.1389
13383724.4,0.7489,0.1429,0.55,0.3559,0.55,0.3011,0.2457,0.6671,0.1449
14496901.4,0.7335,0.1376,0.55,0.359,0.55,0.2834,0.2643,0.6149,0.157
15703493.3,0.7186,0.1328,0.55,0.3613,0.55,0.2664,0.2822,0.5657,0.1677
17011080.7,0.7045,0.1284,0.55,0.3642,0.55,0.248,0.2992,0.5194,0.177
18426405.0,0.691,0.1246,0.55,0.3663,0.55,0.2306,0.3168,0.4745,0.1864
19962979.0,0.6782,0.1213,0.55,0.3676,0.55,0.2141,0.3335,0.4327,0.1941
21634732.4,0.6661,0.1185,0.55,0.3699,0.55,0.1961,0.3515,0.3909,0.2029
23446202.5,0.6548,0.1163,0.55,0.3722,0.55,0.1784,0.3684,0.3523,0.2096
25414178.9,0.6442,0.1148,0.55,0.3737,0.55,0.1619,0.3861,0.3144,0.2168
27546021.6,0.6345,0.114,0.55,0.379,0.55,0.1413,0.406,0.2752,0.2263
29847207.2,0.6255,0.114,0.55,0.3797,0.55,0.127,0.4198,0.2453,0.2275
32310446.0,0.6173,0.1151,0.55,0.3839,0.55,0.1095,0.4376,0.2114,0.2337
34925154.5,0.6096,0.1171,0.55,0.386,0.55,0.0955,0.4526,0.1823,0.2362
37663269.6,0.6021,0.1201,0.55,0.3881,0.55,0.0825,0.4653,0.1574,0.2359
40480472.5,0.5942,0.1236,0.55,0.3904,0.55,0.0706,0.478,0.1334,0.2361
43338779.9,0.5858,0.127,0.55,0.3906,0.55,0.0615,0.4859,0.1166,0.2308
46245503.9,0.5768,0.1295,0.55,0.39,0.55,0.0538,0.4946,0.0996,0.2277
49229847.7,0.5673,0.131,0.55,0.3867,0.55,0.0488,0.5002,0.0876,0.2215
52390601.4,0.5572,0.1312,0.55,0.3839,0.55,0.0438,0.5049,0.0774,0.2152
55824341.9,0.5464,0.1297,0.55,0.3822,0.55,0.0388,0.5104,0.0667,0.2112
59748376.4,0.5349,0.1257,0.55,0.3772,0.55,0.0361,0.5123,0.0611,0.2044
64670288.0,0.522,0.1179,0.55,0.3734,0.55,0.0333,0.5152,0.0546,0.2014
71781489.6,0.5082,0.1051,0.55,0.3667,0.55,0.0333,0.5152,0.0523,0.1991
83115073.8,0.5002,0.0933,0.55,0.3615,0.55,0.0361,0.5123,0.055,0.1995
107207022.0,0.5046,0.0921,0.55,0.3606,0.55,0.0402,0.5086,0.0609,0.2019
166951307.5,0.5094,0.093,0.55,0.3633,0.55,0.0414,0.5074,0.0637,0.2055
315614208.1,0.5119,0.0934,0.55,0.362,0.55,0.0438,0.5049,0.0674,0.2052
682456718.3,0.5143,0.0943,0.55,0.3638,0.55,0.0438,0.5049,0.0681,0.2067
1182456718.3,0.5169,0.0956,0.55,0.3653,0.55,0.0438,0.5049,0.0687,0.2078
1682456718.3,0.5188,0.0967,0.55,0.3664,0.55,0.0438,0.5049,0.0691,0.2084
2182456718.3,0.5204,0.0978,0.55,0.3671,0.55,0.0438,0.5049,0.0695,0.2086
2682456718.3,0.5218,0.0989,0.55,0.3677,0.55,0.0438,0.5049,0.0698,0.2087
3182456718.3,0.5231,0.0999,0.55,0.3682,0.55,0.0438,0.5049,0.07,0.2088
3682456718.3,0.5244,0.1009,0.55,0.3686,0.55,0.0438,0.5049,0.0702,0.2087
4182456718.3,0.5256,0.1019,0.55,0.369,0.55,0.0438,0.5049,0.0705,0.2086
4682456718.3,0.5268,0.1029,0.55,0.3694,0.55,0.0438,0.5049,0.0707,0.2085
5182456718.3,0.5279,0.1039,0.55,0.3698,0.55,0.0438,0.5049,0.0709,0.2083
5682456718.3,0.5291,0.105,0.55,0.3701,0.55,0.0438,0.5049,0.0711,0.2082
6182456718.3,0.5303,0.106,0.55,0.3704,0.55,0.0438,0.5049,0.0713,0.208
6682456718.3,0.5314,0.1071,0.55,0.3727,0.55,0.0426,0.5062,0.0699,0.2094
7182456718.3,0.5326,0.1082,0.55,0.3731,0.55,0.0426,0.5062,0.0701,0.2092
7682456718.3,0.5337,0.1093,0.55,0.3734,0.55,0.0426,0.5062,0.0703,0.209
8182456718.3,0.5349,0.1104,0.55,0.3757,0.55,0.0414,0.5074,0.0689,0.2104
8682456718.3,0.5361,0.1115,0.55,0.376,0.55,0.0414,0.5074,0.0691,0.2102
9182456718.3,0.5373,0.1127,0.55,0.3764,0.55,0.0414,0.5074,0.0693,0.2099
9682456718.3,0.5385,0.1139,0.55,0.3767,0.55,0.0414,0.5074,0.0695,0.2097
10182456718.3,0.5397,0.1151,0.55,0.3771,0.55,0.0414,0.5074,0.0697,0.2095
10682456718.3,0.5409,0.1163,0.55,0.3794,0.55,0.0402,0.5086,0.0683,0.2108
11182456718.3,0.5421,0.1175,0.55,0.3798,0.55,0.0402,0.5086,0.0685,0.2106
