age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
509658.9,2.074,1.4557,0.55,0.0,0.55,0.55,0.0,6.3681,0.0
546610.8,2.0213,1.3732,0.55,0.0,0.55,0.55,0.0,6.055,0.0
586724.6,1.97,1.295,0.55,0.0,0.55,0.55,0.0,5.7577,0.0
630252.3,1.9201,1.2211,0.55,0.0,0.55,0.55,0.0,5.4757,0.0
677499.9,1.8716,1.1513,0.55,0.0,0.55,0.55,0.0,5.2079,0.0
728789.7,1.8245,1.0854,0.55,0.0,0.55,0.55,0.0,4.9538,0.0
784453.0,1.7786,1.0231,0.55,0.0,0.55,0.55,0.0,4.7125,0.0
844772.8,1.7341,0.9645,0.55,0.0,0.55,0.55,0.0,4.4838,0.0
910418.6,1.6907,0.9089,0.55,0.0,0.55,0.55,0.0,4.2662,0.0
981693.2,1.6485,0.8565,0.55,0.0,0.55,0.55,0.0,4.0595,0.0
1059064.6,1.6074,0.8072,0.55,0.0,0.55,0.55,0.0,3.8632,0.0
1143068.6,1.5675,0.7605,0.55,0.0,0.55,0.55,0.0,3.6767,0.0
1234264.4,1.5286,0.7167,0.55,0.0,0.55,0.55,0.0,3.4996,0.0
1333266.4,1.4908,0.6753,0.55,0.0,0.55,0.55,0.0,3.3314,0.0
1440703.3,1.454,0.6363,0.55,0.0,0.55,0.55,0.0,3.1716,0.0
1557118.4,1.4183,0.5996,0.55,0.0,0.55,0.55,0.0,3.02,0.0
1683252.8,1.3836,0.5651,0.55,0.0,0.55,0.55,0.0,2.8762,0.0
1820384.5,1.3497,0.5325,0.55,0.0,0.55,0.55,0.0,2.7392,0.0
1969524.5,1.3167,0.5017,0.55,0.0,0.55,0.55,0.0,2.6087,0.0
2131380.7,1.2846,0.4728,0.55,0.0,0.55,0.55,0.0,2.4847,0.0
2306650.9,1.2533,0.4457,0.55,0.0,0.55,0.55,0.0,2.367,0.0
2497189.3,1.2229,0.4201,0.55,0.0,0.55,0.55,0.0,2.2549,0.0
2703891.5,1.1932,0.3961,0.55,0.098,0.55,0.5482,0.001,2.1483,0.0
2928035.1,1.1644,0.3736,0.55,0.1498,0.55,0.5431,0.0033,2.0467,0.0002
3170938.5,1.1363,0.3525,0.55,0.1666,0.55,0.5399,0.0069,1.9498,0.0008
3434842.4,1.109,0.3327,0.55,0.1955,0.55,0.5327,0.0148,1.856,0.0027
3720405.1,1.0824,0.3143,0.55,0.2141,0.55,0.5259,0.0199,1.7671,0.0043
4028946.5,1.0567,0.2971,0.55,0.2408,0.55,0.5141,0.0321,1.6794,0.0092
4363270.2,1.0317,0.2811,0.55,0.2557,0.55,0.5045,0.0422,1.5958,0.0139
4727173.1,1.0072,0.2661,0.55,0.2711,0.55,0.4929,0.0537,1.5142,0.0199
5121691.0,0.9835,0.252,0.55,0.284,0.55,0.4808,0.0657,1.4353,0.0267
5549553.0,0.9604,0.2389,0.55,0.2972,0.55,0.4667,0.0797,1.3578,0.0354
6012331.4,0.938,0.2267,0.55,0.3036,0.55,0.456,0.0904,1.2859,0.0419
6512364.7,0.9164,0.2154,0.55,0.3132,0.55,0.4415,0.1049,1.2139,0.0515
7054265.8,0.8953,0.2048,0.55,0.3211,0.55,0.4269,0.1194,1.1444,0.0613
